Date,Catégorie,Canal de vente,Événement spécial,Mois,Année,Montant des ventes
2019-05-30,Joaillerie,Boutiques physiques,1,5,2019,2147.7975
2019-05-30,Joaillerie,Ventes privées,1,5,2019,10273.789499999999
2019-05-30,Joaillerie,Grands Magasins,1,5,2019,9586.331
2019-05-30,Montres,Ventes en ligne,1,5,2019,5839.849499999999
2019-05-30,Montres,Boutiques physiques,1,5,2019,7133.012999999999
2019-05-30,Montres,Ventes privées,1,5,2019,6089.054499999999
2019-05-30,Montres,Grands Magasins,1,5,2019,4013.224
2019-05-30,Maroquinerie,Ventes en ligne,1,5,2019,1483.8679999999997
2019-05-30,Maroquinerie,Boutiques physiques,1,5,2019,2553.2414999999996
2019-05-30,Maroquinerie,Ventes privées,1,5,2019,2807.8975
2019-05-30,Maroquinerie,Grands Magasins,1,5,2019,7404.9535
2019-05-31,Mode,Ventes en ligne,1,5,2019,4006.2664999999997
2019-05-31,Mode,Boutiques physiques,1,5,2019,2893.6875
2019-05-31,Mode,Ventes privées,1,5,2019,2094.012
2019-05-31,Mode,Grands Magasins,1,5,2019,6173.89
2019-05-31,Accessoires,Ventes en ligne,1,5,2019,2204.6304999999998
2019-05-31,Accessoires,Boutiques physiques,1,5,2019,1269.0594999999998
2019-05-31,Accessoires,Ventes privées,1,5,2019,4038.1099999999997
2019-05-31,Accessoires,Grands Magasins,1,5,2019,2006.3819999999998
2019-05-31,Parfums,Ventes en ligne,1,5,2019,1182.43
2019-05-31,Parfums,Boutiques physiques,1,5,2019,2575.4249999999997
2019-05-31,Parfums,Ventes privées,1,5,2019,5668.246499999999
2019-05-31,Parfums,Grands Magasins,1,5,2019,1729.876
2019-05-31,Joaillerie,Ventes en ligne,1,5,2019,4515.1185
2019-05-31,Joaillerie,Boutiques physiques,1,5,2019,4452.9265
2019-05-31,Joaillerie,Ventes privées,1,5,2019,8089.651999999999
2019-05-31,Joaillerie,Grands Magasins,1,5,2019,6933.1314999999995
2019-05-31,Montres,Ventes en ligne,1,5,2019,6935.5235
2019-05-31,Montres,Boutiques physiques,1,5,2019,2662.825
2019-05-31,Montres,Ventes privées,1,5,2019,5716.1669999999995
2019-05-31,Montres,Grands Magasins,1,5,2019,2936.502
2019-05-31,Maroquinerie,Ventes en ligne,1,5,2019,3229.89
2019-05-31,Maroquinerie,Boutiques physiques,1,5,2019,5987.7855
2019-05-31,Maroquinerie,Ventes privées,1,5,2019,4945.598
2019-05-31,Maroquinerie,Grands Magasins,1,5,2019,6837.370999999999
2019-06-01,Mode,Ventes en ligne,1,6,2019,4572.9
2019-06-01,Mode,Boutiques physiques,1,6,2019,3950.0159999999996
2019-06-01,Mode,Ventes privées,1,6,2019,7654.596
2019-06-01,Mode,Grands Magasins,1,6,2019,6119.112
2019-06-01,Accessoires,Ventes en ligne,1,6,2019,4571.6759999999995
2019-06-01,Accessoires,Boutiques physiques,1,6,2019,4594.1759999999995
2019-06-01,Accessoires,Ventes privées,1,6,2019,2201.592
2019-06-01,Accessoires,Grands Magasins,1,6,2019,4526.124
2019-06-01,Parfums,Ventes en ligne,1,6,2019,2644.596
2019-06-01,Parfums,Boutiques physiques,1,6,2019,3085.404
2019-06-01,Parfums,Ventes privées,1,6,2019,3793.236
2019-06-01,Parfums,Grands Magasins,1,6,2019,1303.992
2019-06-01,Joaillerie,Ventes en ligne,1,6,2019,3957.8759999999997
2019-06-01,Joaillerie,Boutiques physiques,1,6,2019,7660.152
2019-06-01,Joaillerie,Ventes privées,1,6,2019,6341.544
2019-06-01,Joaillerie,Grands Magasins,1,6,2019,8645.304
2019-06-01,Montres,Ventes en ligne,1,6,2019,4849.428
2019-06-01,Montres,Boutiques physiques,1,6,2019,4051.4759999999997
2019-06-01,Montres,Ventes privées,1,6,2019,7698.852
2019-06-01,Montres,Grands Magasins,1,6,2019,3843.756
2019-06-01,Maroquinerie,Ventes en ligne,1,6,2019,3225.9
2019-06-01,Maroquinerie,Boutiques physiques,1,6,2019,2990.604
2019-06-01,Maroquinerie,Ventes privées,1,6,2019,3481.104
2019-06-01,Maroquinerie,Grands Magasins,1,6,2019,2497.5719999999997
2019-06-02,Mode,Ventes en ligne,1,6,2019,1597.704
2019-06-02,Mode,Boutiques physiques,1,6,2019,6675.36
2019-06-02,Mode,Ventes privées,1,6,2019,2812.656
2019-06-02,Mode,Grands Magasins,1,6,2019,4866.756
2019-06-02,Accessoires,Ventes en ligne,1,6,2019,5911.572
2019-06-02,Accessoires,Boutiques physiques,1,6,2019,1519.908
2019-06-02,Accessoires,Ventes privées,1,6,2019,2805.324
2019-06-02,Accessoires,Grands Magasins,1,6,2019,6968.1359999999995
2019-06-02,Parfums,Ventes en ligne,1,6,2019,3714.084
2019-06-02,Parfums,Boutiques physiques,1,6,2019,1801.764
2019-06-02,Parfums,Ventes privées,1,6,2019,3730.62
2019-06-02,Parfums,Grands Magasins,1,6,2019,4426.92
2019-06-02,Joaillerie,Ventes en ligne,1,6,2019,2006.892
2019-06-02,Joaillerie,Boutiques physiques,1,6,2019,6301.128
2019-06-02,Joaillerie,Ventes privées,1,6,2019,4076.484
2019-06-02,Joaillerie,Grands Magasins,1,6,2019,9835.416
2019-06-02,Montres,Ventes en ligne,1,6,2019,3638.3879999999995
2019-06-02,Montres,Boutiques physiques,1,6,2019,5550.408
2019-06-02,Montres,Ventes privées,1,6,2019,2053.524
2019-06-02,Montres,Grands Magasins,1,6,2019,7286.4
2019-06-02,Maroquinerie,Ventes en ligne,1,6,2019,4941.5160000000005
2019-06-02,Maroquinerie,Boutiques physiques,1,6,2019,4557.228
2019-06-02,Maroquinerie,Ventes privées,1,6,2019,8312.772
2019-06-02,Maroquinerie,Grands Magasins,1,6,2019,1805.8439999999998
2019-06-03,Mode,Ventes en ligne,1,6,2019,1941.6239999999998
2019-06-03,Mode,Boutiques physiques,1,6,2019,4974.024
2019-06-03,Mode,Ventes privées,1,6,2019,8757.72
2019-06-03,Mode,Grands Magasins,1,6,2019,4639.98
2019-06-03,Accessoires,Ventes en ligne,1,6,2019,3878.0639999999994
2019-06-03,Accessoires,Boutiques physiques,1,6,2019,4589.76
2019-06-03,Accessoires,Ventes privées,1,6,2019,4101.852
2019-06-03,Accessoires,Grands Magasins,1,6,2019,5464.1759999999995
2019-06-03,Parfums,Ventes en ligne,1,6,2019,3261.12
2019-06-03,Parfums,Boutiques physiques,1,6,2019,4432.776
2019-06-03,Parfums,Ventes privées,1,6,2019,2155.764
2019-06-03,Parfums,Grands Magasins,1,6,2019,1864.68
2019-06-03,Joaillerie,Ventes en ligne,1,6,2019,4580.652
2019-06-03,Joaillerie,Boutiques physiques,1,6,2019,6065.568
2019-06-03,Joaillerie,Ventes privées,1,6,2019,4617.708
2019-06-03,Joaillerie,Grands Magasins,1,6,2019,7155.24
2019-06-03,Montres,Ventes en ligne,1,6,2019,4701.42
2019-06-03,Montres,Boutiques physiques,1,6,2019,4344.263999999999
2019-06-03,Montres,Ventes privées,1,6,2019,8389.62
2019-06-03,Montres,Grands Magasins,1,6,2019,4317.947999999999
2019-06-03,Maroquinerie,Ventes en ligne,1,6,2019,6001.932
2019-06-03,Maroquinerie,Boutiques physiques,1,6,2019,2437.428
2019-06-03,Maroquinerie,Ventes privées,1,6,2019,6306.575999999999
2019-06-03,Maroquinerie,Grands Magasins,1,6,2019,4358.208
2019-06-04,Mode,Ventes en ligne,1,6,2019,7290.36
2019-06-04,Mode,Boutiques physiques,1,6,2019,6823.344
2019-06-04,Mode,Ventes privées,1,6,2019,7924.931999999999
2019-06-04,Mode,Grands Magasins,1,6,2019,7920.864
2019-06-04,Accessoires,Ventes en ligne,1,6,2019,1340.8319999999999
2019-06-04,Accessoires,Boutiques physiques,1,6,2019,3422.4959999999996
2019-06-04,Accessoires,Ventes privées,1,6,2019,4666.68
2019-06-04,Accessoires,Grands Magasins,1,6,2019,2222.7239999999997
2019-06-04,Parfums,Ventes en ligne,1,6,2019,4887.42
2019-06-04,Parfums,Boutiques physiques,1,6,2019,3146.136
2019-06-04,Parfums,Ventes privées,1,6,2019,2736.5159999999996
2019-06-04,Parfums,Grands Magasins,1,6,2019,4347.012
2019-06-04,Joaillerie,Ventes en ligne,1,6,2019,6525.491999999999
2019-06-04,Joaillerie,Boutiques physiques,1,6,2019,8779.787999999999
2019-06-04,Joaillerie,Ventes privées,1,6,2019,10861.236
2019-06-04,Joaillerie,Grands Magasins,1,6,2019,6486.335999999999
2019-06-04,Montres,Ventes en ligne,1,6,2019,3835.4639999999995
2019-06-04,Montres,Boutiques physiques,1,6,2019,6401.28
2019-06-04,Montres,Ventes privées,1,6,2019,7252.632
2019-06-04,Montres,Grands Magasins,1,6,2019,5105.436
2019-06-04,Maroquinerie,Ventes en ligne,1,6,2019,4155.336
2019-06-04,Maroquinerie,Boutiques physiques,1,6,2019,5206.320000000001
2019-06-04,Maroquinerie,Ventes privées,1,6,2019,7993.548
2019-06-04,Maroquinerie,Grands Magasins,1,6,2019,4011.18
2019-06-05,Mode,Ventes en ligne,1,6,2019,7864.896
2019-06-05,Mode,Boutiques physiques,1,6,2019,2877.708
2019-06-05,Mode,Ventes privées,1,6,2019,4093.1399999999994
2019-06-05,Mode,Grands Magasins,1,6,2019,4842.456
2019-06-05,Accessoires,Ventes en ligne,1,6,2019,3787.9919999999997
2019-06-05,Accessoires,Boutiques physiques,1,6,2019,2752.7879999999996
2019-06-05,Accessoires,Ventes privées,1,6,2019,6581.808
2019-06-05,Accessoires,Grands Magasins,1,6,2019,4324.5
2019-06-05,Parfums,Ventes en ligne,1,6,2019,2560.716
2019-06-05,Parfums,Boutiques physiques,1,6,2019,979.14
2019-06-05,Parfums,Ventes privées,1,6,2019,3571.884
2019-06-05,Parfums,Grands Magasins,1,6,2019,2171.28
2019-06-05,Joaillerie,Ventes en ligne,1,6,2019,6406.8
2019-06-05,Joaillerie,Boutiques physiques,1,6,2019,7733.916
2019-06-05,Joaillerie,Ventes privées,1,6,2019,11183.1
2019-06-05,Joaillerie,Grands Magasins,1,6,2019,5060.6759999999995
2019-06-05,Montres,Ventes en ligne,1,6,2019,5916.54
2019-06-05,Montres,Boutiques physiques,1,6,2019,3562.8360000000002
2019-06-05,Montres,Ventes privées,1,6,2019,4065.18
2019-06-05,Montres,Grands Magasins,1,6,2019,2432.748
2019-06-05,Maroquinerie,Ventes en ligne,1,6,2019,6621.996
2019-06-05,Maroquinerie,Boutiques physiques,1,6,2019,4165.871999999999
2019-06-05,Maroquinerie,Ventes privées,1,6,2019,4520.256
2019-06-05,Maroquinerie,Grands Magasins,1,6,2019,7912.8240000000005
2019-06-06,Mode,Ventes en ligne,1,6,2019,4172.795999999999
2019-06-06,Mode,Boutiques physiques,1,6,2019,5243.075999999999
2019-06-06,Mode,Ventes privées,1,6,2019,7839.204
2019-06-06,Mode,Grands Magasins,1,6,2019,6796.02
2019-06-06,Accessoires,Ventes en ligne,1,6,2019,4275.504
2019-06-06,Accessoires,Boutiques physiques,1,6,2019,5427.3240000000005
2019-06-06,Accessoires,Ventes privées,1,6,2019,5593.224
2019-06-06,Accessoires,Grands Magasins,1,6,2019,3681.048
2019-06-06,Parfums,Ventes en ligne,1,6,2019,1899.864
2019-06-06,Parfums,Boutiques physiques,1,6,2019,4755.132
2019-06-06,Parfums,Ventes privées,1,6,2019,2807.64
2019-06-06,Parfums,Grands Magasins,1,6,2019,3101.448
2019-06-06,Joaillerie,Ventes en ligne,1,6,2019,4965.504
2019-06-06,Joaillerie,Boutiques physiques,1,6,2019,2348.124
2019-06-06,Joaillerie,Ventes privées,1,6,2019,8708.304
2019-06-06,Joaillerie,Grands Magasins,1,6,2019,7154.027999999999
2019-06-06,Montres,Ventes en ligne,1,6,2019,5462.304
2019-06-06,Montres,Boutiques physiques,1,6,2019,4441.067999999999
2019-06-06,Montres,Ventes privées,1,6,2019,9879.492
2019-06-06,Montres,Grands Magasins,1,6,2019,5889.227999999999
2019-06-06,Maroquinerie,Ventes en ligne,1,6,2019,5139.42
2019-06-06,Maroquinerie,Boutiques physiques,1,6,2019,5777.1720000000005
2019-06-06,Maroquinerie,Ventes privées,1,6,2019,5526.66
2019-06-06,Maroquinerie,Grands Magasins,1,6,2019,5552.568
2019-06-07,Mode,Ventes en ligne,1,6,2019,6578.52
2019-06-07,Mode,Boutiques physiques,1,6,2019,3372.5879999999997
2019-06-07,Mode,Ventes privées,1,6,2019,2252.2439999999997
2019-06-07,Mode,Grands Magasins,1,6,2019,6158.244
2019-06-07,Accessoires,Ventes en ligne,1,6,2019,3012.924
2019-06-07,Accessoires,Boutiques physiques,1,6,2019,3957.2999999999997
2019-06-07,Accessoires,Ventes privées,1,6,2019,3866.604
2019-06-07,Accessoires,Grands Magasins,1,6,2019,3778.8360000000002
2019-06-07,Parfums,Ventes en ligne,1,6,2019,3363.3959999999997
2019-06-07,Parfums,Boutiques physiques,1,6,2019,4072.932
2019-06-07,Parfums,Ventes privées,1,6,2019,4870.332
2019-06-07,Parfums,Grands Magasins,1,6,2019,3393.468
2019-06-07,Joaillerie,Ventes en ligne,1,6,2019,5479.596
2019-06-07,Joaillerie,Boutiques physiques,1,6,2019,4175.892
2019-06-07,Joaillerie,Ventes privées,1,6,2019,4170.864
2019-06-07,Joaillerie,Grands Magasins,1,6,2019,5676.588
2019-06-07,Montres,Ventes en ligne,1,6,2019,5804.4
2019-06-07,Montres,Boutiques physiques,1,6,2019,3813.828
2019-06-07,Montres,Ventes privées,1,6,2019,2824.6679999999997
2019-06-07,Montres,Grands Magasins,1,6,2019,8592.624
2019-06-07,Maroquinerie,Ventes en ligne,1,6,2019,3700.7879999999996
2019-06-07,Maroquinerie,Boutiques physiques,1,6,2019,2418.312
2019-06-07,Maroquinerie,Ventes privées,1,6,2019,2097.9719999999998
2019-06-07,Maroquinerie,Grands Magasins,1,6,2019,3423.9120000000003
2019-06-08,Mode,Ventes en ligne,1,6,2019,6976.656
2019-06-08,Mode,Boutiques physiques,1,6,2019,5220.24
2019-06-08,Mode,Ventes privées,1,6,2019,9126.3
2019-06-08,Mode,Grands Magasins,1,6,2019,5972.592
2019-06-08,Accessoires,Ventes en ligne,1,6,2019,3484.704
2019-06-08,Accessoires,Boutiques physiques,1,6,2019,1400.712
2019-06-08,Accessoires,Ventes privées,1,6,2019,3065.5679999999998
2019-06-08,Accessoires,Grands Magasins,1,6,2019,5224.5
2019-06-08,Parfums,Ventes en ligne,1,6,2019,2646.408
2019-06-08,Parfums,Boutiques physiques,1,6,2019,2930.892
2019-06-08,Parfums,Ventes privées,1,6,2019,3853.0919999999996
2019-06-08,Parfums,Grands Magasins,1,6,2019,4261.5
2019-06-08,Joaillerie,Ventes en ligne,1,6,2019,9819.648
2019-06-08,Joaillerie,Boutiques physiques,1,6,2019,4926.924
2019-06-08,Joaillerie,Ventes privées,1,6,2019,7677.708
2019-06-08,Joaillerie,Grands Magasins,1,6,2019,6561.575999999999
2019-06-08,Montres,Ventes en ligne,1,6,2019,3820.656
2019-06-08,Montres,Boutiques physiques,1,6,2019,1968.504
2019-06-08,Montres,Ventes privées,1,6,2019,2390.412
2019-06-08,Montres,Grands Magasins,1,6,2019,2037.3719999999998
2019-06-08,Maroquinerie,Ventes en ligne,1,6,2019,2047.2359999999999
2019-06-08,Maroquinerie,Boutiques physiques,1,6,2019,1660.9439999999997
2019-06-08,Maroquinerie,Ventes privées,1,6,2019,4112.268
2019-06-08,Maroquinerie,Grands Magasins,1,6,2019,6160.9439999999995
2019-06-09,Mode,Ventes en ligne,1,6,2019,3688.536
2019-06-09,Mode,Boutiques physiques,1,6,2019,5204.447999999999
2019-06-09,Mode,Ventes privées,1,6,2019,9303.996
2019-06-09,Mode,Grands Magasins,1,6,2019,2785.728
2019-06-09,Accessoires,Ventes en ligne,1,6,2019,3425.796
2019-06-09,Accessoires,Boutiques physiques,1,6,2019,2137.716
2019-06-09,Accessoires,Ventes privées,1,6,2019,7800.0
2019-06-09,Accessoires,Grands Magasins,1,6,2019,3767.6159999999995
2019-06-09,Parfums,Ventes en ligne,1,6,2019,3189.564
2019-06-09,Parfums,Boutiques physiques,1,6,2019,4012.428
2019-06-09,Parfums,Ventes privées,1,6,2019,4648.428
2019-06-09,Parfums,Grands Magasins,1,6,2019,1737.24
2019-06-09,Joaillerie,Ventes en ligne,1,6,2019,5221.4039999999995
2019-06-09,Joaillerie,Boutiques physiques,1,6,2019,2762.0879999999997
2019-06-09,Joaillerie,Ventes privées,1,6,2019,4522.608
2019-06-09,Joaillerie,Grands Magasins,1,6,2019,6223.92
2019-06-09,Montres,Ventes en ligne,1,6,2019,2563.5719999999997
2019-06-09,Montres,Boutiques physiques,1,6,2019,2233.6079999999997
2019-06-09,Montres,Ventes privées,1,6,2019,3898.8239999999996
2019-06-09,Montres,Grands Magasins,1,6,2019,3824.7239999999997
2019-06-09,Maroquinerie,Ventes en ligne,1,6,2019,6716.844
2019-06-09,Maroquinerie,Boutiques physiques,1,6,2019,5084.088
2019-06-09,Maroquinerie,Ventes privées,1,6,2019,7354.368
2019-06-09,Maroquinerie,Grands Magasins,1,6,2019,3396.8639999999996
2019-06-10,Mode,Ventes en ligne,1,6,2019,5620.896
2019-06-10,Mode,Boutiques physiques,1,6,2019,3463.512
2019-06-10,Mode,Ventes privées,1,6,2019,4622.88
2019-06-10,Mode,Grands Magasins,1,6,2019,3780.2999999999997
2019-06-10,Accessoires,Ventes en ligne,1,6,2019,6599.712
2019-06-10,Accessoires,Boutiques physiques,1,6,2019,4045.032
2019-06-10,Accessoires,Ventes privées,1,6,2019,2862.732
2019-06-10,Accessoires,Grands Magasins,1,6,2019,4490.484
2019-06-10,Parfums,Ventes en ligne,1,6,2019,1876.0199999999998
2019-06-10,Parfums,Boutiques physiques,1,6,2019,1325.436
2019-06-10,Parfums,Ventes privées,1,6,2019,4532.639999999999
2019-06-10,Parfums,Grands Magasins,1,6,2019,3429.6479999999997
2019-06-10,Joaillerie,Ventes en ligne,1,6,2019,6918.6720000000005
2019-06-10,Joaillerie,Boutiques physiques,1,6,2019,4840.8
2019-06-10,Joaillerie,Ventes privées,1,6,2019,5702.099999999999
2019-06-10,Joaillerie,Grands Magasins,1,6,2019,9654.66
2019-06-10,Montres,Ventes en ligne,1,6,2019,5027.004
2019-06-10,Montres,Boutiques physiques,1,6,2019,5945.784
2019-06-10,Montres,Ventes privées,1,6,2019,9642.972
2019-06-10,Montres,Grands Magasins,1,6,2019,5449.932
2019-06-10,Maroquinerie,Ventes en ligne,1,6,2019,6669.8640000000005
2019-06-10,Maroquinerie,Boutiques physiques,1,6,2019,4024.536
2019-06-10,Maroquinerie,Ventes privées,1,6,2019,2696.9399999999996
2019-06-10,Maroquinerie,Grands Magasins,1,6,2019,6655.812
2019-06-11,Mode,Ventes en ligne,1,6,2019,2651.232
2019-06-11,Mode,Boutiques physiques,1,6,2019,6401.244
2019-06-11,Mode,Ventes privées,1,6,2019,7034.4839999999995
2019-06-11,Mode,Grands Magasins,1,6,2019,4395.204
2019-06-11,Accessoires,Ventes en ligne,1,6,2019,5007.216
2019-06-11,Accessoires,Boutiques physiques,1,6,2019,2355.84
2019-06-11,Accessoires,Ventes privées,1,6,2019,5292.888
2019-06-11,Accessoires,Grands Magasins,1,6,2019,4855.68
2019-06-11,Parfums,Ventes en ligne,1,6,2019,3596.112
2019-06-11,Parfums,Boutiques physiques,1,6,2019,2899.644
2019-06-11,Parfums,Ventes privées,1,6,2019,3026.448
2019-06-11,Parfums,Grands Magasins,1,6,2019,2415.612
2019-06-11,Joaillerie,Ventes en ligne,1,6,2019,8264.688
2019-06-11,Joaillerie,Boutiques physiques,1,6,2019,8771.532
2019-06-11,Joaillerie,Ventes privées,1,6,2019,4050.132
2019-06-11,Joaillerie,Grands Magasins,1,6,2019,6726.432
2019-06-11,Montres,Ventes en ligne,1,6,2019,2196.252
2019-06-11,Montres,Boutiques physiques,1,6,2019,5423.892
2019-06-11,Montres,Ventes privées,1,6,2019,9950.832
2019-06-11,Montres,Grands Magasins,1,6,2019,8118.875999999999
2019-06-11,Maroquinerie,Ventes en ligne,1,6,2019,3869.928
2019-06-11,Maroquinerie,Boutiques physiques,1,6,2019,4392.263999999999
2019-06-11,Maroquinerie,Ventes privées,1,6,2019,8194.152
2019-06-11,Maroquinerie,Grands Magasins,1,6,2019,6687.192
2019-06-12,Mode,Ventes en ligne,1,6,2019,7340.2919999999995
2019-06-12,Mode,Boutiques physiques,1,6,2019,2109.408
2019-06-12,Mode,Ventes privées,1,6,2019,3400.284
2019-06-12,Mode,Grands Magasins,1,6,2019,4576.836
2019-06-12,Accessoires,Ventes en ligne,1,6,2019,4770.312
2019-06-12,Accessoires,Boutiques physiques,1,6,2019,5136.6359999999995
2019-06-12,Accessoires,Ventes privées,1,6,2019,4600.092
2019-06-12,Accessoires,Grands Magasins,1,6,2019,3874.968
2019-06-12,Parfums,Ventes en ligne,1,6,2019,4278.708
2019-06-12,Parfums,Boutiques physiques,1,6,2019,1934.34
2019-06-12,Parfums,Ventes privées,1,6,2019,1554.864
2019-06-12,Parfums,Grands Magasins,1,6,2019,1511.628
2019-06-12,Joaillerie,Ventes en ligne,1,6,2019,5662.368
2019-06-12,Joaillerie,Boutiques physiques,1,6,2019,8417.064
2019-06-12,Joaillerie,Ventes privées,1,6,2019,6967.031999999999
2019-06-12,Joaillerie,Grands Magasins,1,6,2019,3848.7239999999997
2019-06-12,Montres,Ventes en ligne,1,6,2019,4605.168
2019-06-12,Montres,Boutiques physiques,1,6,2019,7297.344
2019-06-12,Montres,Ventes privées,1,6,2019,8550.768
2019-06-12,Montres,Grands Magasins,1,6,2019,5679.852
2019-06-12,Maroquinerie,Ventes en ligne,1,6,2019,2938.7639999999997
2019-06-12,Maroquinerie,Boutiques physiques,1,6,2019,2391.216
2019-06-12,Maroquinerie,Ventes privées,1,6,2019,3340.056
2019-06-12,Maroquinerie,Grands Magasins,1,6,2019,3643.08
2019-06-13,Mode,Ventes en ligne,1,6,2019,2029.3439999999998
2019-06-13,Mode,Boutiques physiques,1,6,2019,2052.54
2019-06-13,Mode,Ventes privées,1,6,2019,5628.504
2019-06-13,Mode,Grands Magasins,1,6,2019,6826.608
2019-06-13,Accessoires,Ventes en ligne,1,6,2019,2731.296
2019-06-13,Accessoires,Boutiques physiques,1,6,2019,5468.544
2019-06-13,Accessoires,Ventes privées,1,6,2019,4326.036
2019-06-13,Accessoires,Grands Magasins,1,6,2019,6197.856
2019-06-13,Parfums,Ventes en ligne,1,6,2019,3838.3439999999996
2019-06-13,Parfums,Boutiques physiques,1,6,2019,2410.5119999999997
2019-06-13,Parfums,Ventes privées,1,6,2019,2950.248
2019-06-13,Parfums,Grands Magasins,1,6,2019,2077.272
2019-06-13,Joaillerie,Ventes en ligne,1,6,2019,6766.7519999999995
2019-06-13,Joaillerie,Boutiques physiques,1,6,2019,4265.952
2019-06-13,Joaillerie,Ventes privées,1,6,2019,11269.091999999999
2019-06-13,Joaillerie,Grands Magasins,1,6,2019,6306.396
2019-06-13,Montres,Ventes en ligne,1,6,2019,8229.108
2019-06-13,Montres,Boutiques physiques,1,6,2019,1695.06
2019-06-13,Montres,Ventes privées,1,6,2019,4290.24
2019-06-13,Montres,Grands Magasins,1,6,2019,6597.264
2019-06-13,Maroquinerie,Ventes en ligne,1,6,2019,3609.456
2019-06-13,Maroquinerie,Boutiques physiques,1,6,2019,4684.98
2019-06-13,Maroquinerie,Ventes privées,1,6,2019,3804.18
2019-06-13,Maroquinerie,Grands Magasins,1,6,2019,7685.652
2019-06-14,Mode,Ventes en ligne,1,6,2019,6223.02
2019-06-14,Mode,Boutiques physiques,1,6,2019,2724.9120000000003
2019-06-14,Mode,Ventes privées,1,6,2019,3480.036
2019-06-14,Mode,Grands Magasins,1,6,2019,5925.108
2019-06-14,Accessoires,Ventes en ligne,1,6,2019,5803.86
2019-06-14,Accessoires,Boutiques physiques,1,6,2019,1336.6560000000002
2019-06-14,Accessoires,Ventes privées,1,6,2019,7781.579999999999
2019-06-14,Accessoires,Grands Magasins,1,6,2019,6153.6359999999995
2019-06-14,Parfums,Ventes en ligne,1,6,2019,4584.456
2019-06-14,Parfums,Boutiques physiques,1,6,2019,1052.1119999999999
2019-06-14,Parfums,Ventes privées,1,6,2019,5055.564
2019-06-14,Parfums,Grands Magasins,1,6,2019,5342.52
2019-06-14,Joaillerie,Ventes en ligne,1,6,2019,9557.604
2019-06-14,Joaillerie,Boutiques physiques,1,6,2019,7347.456
2019-06-14,Joaillerie,Ventes privées,1,6,2019,2818.476
2019-06-14,Joaillerie,Grands Magasins,1,6,2019,8438.916
2019-06-14,Montres,Ventes en ligne,1,6,2019,7219.056
2019-06-14,Montres,Boutiques physiques,1,6,2019,5153.856
2019-06-14,Montres,Ventes privées,1,6,2019,2231.544
2019-06-14,Montres,Grands Magasins,1,6,2019,5209.8240000000005
2019-06-14,Maroquinerie,Ventes en ligne,1,6,2019,4452.708
2019-06-14,Maroquinerie,Boutiques physiques,1,6,2019,1625.952
2019-06-14,Maroquinerie,Ventes privées,1,6,2019,3817.6919999999996
2019-06-14,Maroquinerie,Grands Magasins,1,6,2019,6322.26
2019-06-15,Mode,Ventes en ligne,1,6,2019,1988.1599999999999
2019-06-15,Mode,Boutiques physiques,1,6,2019,4125.708
2019-06-15,Mode,Ventes privées,1,6,2019,2098.14
2019-06-15,Mode,Grands Magasins,1,6,2019,6826.392
2019-06-15,Accessoires,Ventes en ligne,1,6,2019,5156.9039999999995
2019-06-15,Accessoires,Boutiques physiques,1,6,2019,2217.372
2019-06-15,Accessoires,Ventes privées,1,6,2019,6082.968
2019-06-15,Accessoires,Grands Magasins,1,6,2019,2647.956
2019-06-15,Parfums,Ventes en ligne,1,6,2019,2027.856
2019-06-15,Parfums,Boutiques physiques,1,6,2019,4094.328
2019-06-15,Parfums,Ventes privées,1,6,2019,5981.3279999999995
2019-06-15,Parfums,Grands Magasins,1,6,2019,3669.708
2019-06-15,Joaillerie,Ventes en ligne,1,6,2019,4264.62
2019-06-15,Joaillerie,Boutiques physiques,1,6,2019,2314.356
2019-06-15,Joaillerie,Ventes privées,1,6,2019,5644.548
2019-06-15,Joaillerie,Grands Magasins,1,6,2019,7601.879999999999
2019-06-15,Montres,Ventes en ligne,1,6,2019,4663.56
2019-06-15,Montres,Boutiques physiques,1,6,2019,3948.8639999999996
2019-06-15,Montres,Ventes privées,1,6,2019,2567.4
2019-06-15,Montres,Grands Magasins,1,6,2019,7223.616
2019-06-15,Maroquinerie,Ventes en ligne,1,6,2019,3881.9759999999997
2019-06-15,Maroquinerie,Boutiques physiques,1,6,2019,6101.231999999999
2019-06-15,Maroquinerie,Ventes privées,1,6,2019,4548.876
2019-06-15,Maroquinerie,Grands Magasins,1,6,2019,2259.156
2019-06-16,Mode,Ventes en ligne,1,6,2019,3086.892
2019-06-16,Mode,Boutiques physiques,1,6,2019,4848.636
2019-06-16,Mode,Ventes privées,1,6,2019,2243.58
2019-06-16,Mode,Grands Magasins,1,6,2019,5023.764
2019-06-16,Accessoires,Ventes en ligne,1,6,2019,4642.908
2019-06-16,Accessoires,Boutiques physiques,1,6,2019,5767.932
2019-06-16,Accessoires,Ventes privées,1,6,2019,6766.643999999999
2019-06-16,Accessoires,Grands Magasins,1,6,2019,6797.639999999999
2019-06-16,Parfums,Ventes en ligne,1,6,2019,2833.5
2019-06-16,Parfums,Boutiques physiques,1,6,2019,1172.76
2019-06-16,Parfums,Ventes privées,1,6,2019,5914.872
2019-06-16,Parfums,Grands Magasins,1,6,2019,4334.4
2019-06-16,Joaillerie,Ventes en ligne,1,6,2019,4474.104
2019-06-16,Joaillerie,Boutiques physiques,1,6,2019,4442.76
2019-06-16,Joaillerie,Ventes privées,1,6,2019,9457.14
