Date;Catégorie_Produit;Canal_Vente;Événement_Spécial;Mois;Année;Montant_Ventes
2019-04-10;Parfums;Grands Magasins;0;4;2019;1368
2019-04-10;Joaillerie;En ligne;0;4;2019;1154
2019-04-10;Joaillerie;Boutique Physique;0;4;2019;1443
2019-04-10;Joaillerie;Ventes Privées;0;4;2019;1313
2019-04-10;Joaillerie;Grands Magasins;0;4;2019;1269
2019-04-10;Montres;En ligne;0;4;2019;1161
2019-04-10;Montres;Boutique Physique;0;4;2019;995
2019-04-10;Montres;Ventes Privées;0;4;2019;1185
2019-04-10;Montres;Grands Magasins;0;4;2019;1470
2019-04-10;Maroquinerie;En ligne;0;4;2019;1270
2019-04-10;Maroquinerie;Boutique Physique;0;4;2019;1300
2019-04-10;Maroquinerie;Ventes Privées;0;4;2019;1410
2019-04-10;Maroquinerie;Grands Magasins;0;4;2019;1562
2019-04-11;Mode;En ligne;0;4;2019;1498
2019-04-11;Mode;Boutique Physique;0;4;2019;1194
2019-04-11;Mode;Ventes Privées;0;4;2019;1066
2019-04-11;Mode;Grands Magasins;0;4;2019;1635
2019-04-11;Accessoires;En ligne;0;4;2019;1623
2019-04-11;Accessoires;Boutique Physique;0;4;2019;1348
2019-04-11;Accessoires;Ventes Privées;0;4;2019;1155
2019-04-11;Accessoires;Grands Magasins;0;4;2019;1450
2019-04-11;Parfums;En ligne;0;4;2019;1309
2019-04-11;Parfums;Boutique Physique;0;4;2019;1308
2019-04-11;Parfums;Ventes Privées;0;4;2019;1441
2019-04-11;Parfums;Grands Magasins;0;4;2019;1367
2019-04-11;Joaillerie;En ligne;0;4;2019;1166
2019-04-11;Joaillerie;Boutique Physique;0;4;2019;1280
2019-04-11;Joaillerie;Ventes Privées;0;4;2019;1410
2019-04-11;Joaillerie;Grands Magasins;0;4;2019;1390
2019-04-11;Montres;En ligne;0;4;2019;1357
2019-04-11;Montres;Boutique Physique;0;4;2019;1446
2019-04-11;Montres;Ventes Privées;0;4;2019;1275
2019-04-11;Montres;Grands Magasins;0;4;2019;1346
2019-04-11;Maroquinerie;En ligne;0;4;2019;876
2019-04-11;Maroquinerie;Boutique Physique;0;4;2019;1263
2019-04-11;Maroquinerie;Ventes Privées;0;4;2019;1424
2019-04-11;Maroquinerie;Grands Magasins;0;4;2019;1271
2019-04-12;Mode;En ligne;0;4;2019;1261
2019-04-12;Mode;Boutique Physique;0;4;2019;1185
2019-04-12;Mode;Ventes Privées;0;4;2019;1456
2019-04-12;Mode;Grands Magasins;0;4;2019;1395
2019-04-12;Accessoires;En ligne;0;4;2019;1432
2019-04-12;Accessoires;Boutique Physique;0;4;2019;1094
2019-04-12;Accessoires;Ventes Privées;0;4;2019;1302
2019-04-12;Accessoires;Grands Magasins;0;4;2019;1286
2019-04-12;Parfums;En ligne;0;4;2019;1286
2019-04-12;Parfums;Boutique Physique;0;4;2019;1241
2019-04-12;Parfums;Ventes Privées;0;4;2019;1277
2019-04-12;Parfums;Grands Magasins;0;4;2019;1435
2019-04-12;Joaillerie;En ligne;0;4;2019;1070
2019-04-12;Joaillerie;Boutique Physique;0;4;2019;1558
2019-04-12;Joaillerie;Ventes Privées;0;4;2019;1387
2019-04-12;Joaillerie;Grands Magasins;0;4;2019;1317
2019-04-12;Montres;En ligne;0;4;2019;1443
2019-04-12;Montres;Boutique Physique;0;4;2019;1131
2019-04-12;Montres;Ventes Privées;0;4;2019;1235
2019-04-12;Montres;Grands Magasins;0;4;2019;1307
2019-04-12;Maroquinerie;En ligne;0;4;2019;1503
2019-04-12;Maroquinerie;Boutique Physique;0;4;2019;1317
2019-04-12;Maroquinerie;Ventes Privées;0;4;2019;1382
2019-04-12;Maroquinerie;Grands Magasins;0;4;2019;1245
2019-04-13;Mode;En ligne;0;4;2019;1387
2019-04-13;Mode;Boutique Physique;0;4;2019;1545
2019-04-13;Mode;Ventes Privées;0;4;2019;1454
2019-04-13;Mode;Grands Magasins;0;4;2019;1312
2019-04-13;Accessoires;En ligne;0;4;2019;1412
2019-04-13;Accessoires;Boutique Physique;0;4;2019;1399
2019-04-13;Accessoires;Ventes Privées;0;4;2019;1390
2019-04-13;Accessoires;Grands Magasins;0;4;2019;1470
2019-04-13;Parfums;En ligne;0;4;2019;1469
2019-04-13;Parfums;Boutique Physique;0;4;2019;1306
2019-04-13;Parfums;Ventes Privées;0;4;2019;1408
2019-04-13;Parfums;Grands Magasins;0;4;2019;1272
2019-04-13;Joaillerie;En ligne;0;4;2019;1201
2019-04-13;Joaillerie;Boutique Physique;0;4;2019;1287
2019-04-13;Joaillerie;Ventes Privées;0;4;2019;1313
2019-04-13;Joaillerie;Grands Magasins;0;4;2019;1103
2019-04-13;Montres;En ligne;0;4;2019;1437
2019-04-13;Montres;Boutique Physique;0;4;2019;957
2019-04-13;Montres;Ventes Privées;0;4;2019;1682
2019-04-13;Montres;Grands Magasins;0;4;2019;1521
2019-04-13;Maroquinerie;En ligne;0;4;2019;1288
2019-04-13;Maroquinerie;Boutique Physique;0;4;2019;1324
2019-04-13;Maroquinerie;Ventes Privées;0;4;2019;1363
2019-04-13;Maroquinerie;Grands Magasins;0;4;2019;1245
2019-04-14;Mode;En ligne;0;4;2019;1348
2019-04-14;Mode;Boutique Physique;0;4;2019;1304
2019-04-14;Mode;Ventes Privées;0;4;2019;1310
2019-04-14;Mode;Grands Magasins;0;4;2019;1347
2019-04-14;Accessoires;En ligne;0;4;2019;1149
2019-04-14;Accessoires;Boutique Physique;0;4;2019;1328
2019-04-14;Accessoires;Ventes Privées;0;4;2019;1344
2019-04-14;Accessoires;Grands Magasins;0;4;2019;1340
2019-04-14;Parfums;En ligne;0;4;2019;1294
2019-04-14;Parfums;Boutique Physique;0;4;2019;1473
2019-04-14;Parfums;Ventes Privées;0;4;2019;1276
2019-04-14;Parfums;Grands Magasins;0;4;2019;1353
2019-04-14;Joaillerie;En ligne;0;4;2019;1494
2019-04-14;Joaillerie;Boutique Physique;0;4;2019;1312
2019-04-14;Joaillerie;Ventes Privées;0;4;2019;1351
2019-04-14;Joaillerie;Grands Magasins;0;4;2019;1310
2019-04-14;Montres;En ligne;0;4;2019;1486
2019-04-14;Montres;Boutique Physique;0;4;2019;1289
2019-04-14;Montres;Ventes Privées;0;4;2019;1493
2019-04-14;Montres;Grands Magasins;0;4;2019;1309
2019-04-14;Maroquinerie;En ligne;0;4;2019;1209
2019-04-14;Maroquinerie;Boutique Physique;0;4;2019;1413
2019-04-14;Maroquinerie;Ventes Privées;0;4;2019;1282
2019-04-14;Maroquinerie;Grands Magasins;0;4;2019;1405
2019-04-15;Mode;En ligne;0;4;2019;962
2019-04-15;Mode;Boutique Physique;0;4;2019;1323
2019-04-15;Mode;Ventes Privées;0;4;2019;1262
2019-04-15;Mode;Grands Magasins;0;4;2019;1182
2019-04-15;Accessoires;En ligne;0;4;2019;1250
2019-04-15;Accessoires;Boutique Physique;0;4;2019;1247
2019-04-15;Accessoires;Ventes Privées;0;4;2019;1316
2019-04-15;Accessoires;Grands Magasins;0;4;2019;1142
2019-04-15;Parfums;En ligne;0;4;2019;1365
2019-04-15;Parfums;Boutique Physique;0;4;2019;1504
2019-04-15;Parfums;Ventes Privées;0;4;2019;1360
2019-04-15;Parfums;Grands Magasins;0;4;2019;1430
2019-04-15;Joaillerie;En ligne;0;4;2019;1468
2019-04-15;Joaillerie;Boutique Physique;0;4;2019;1486
2019-04-15;Joaillerie;Ventes Privées;0;4;2019;1570
2019-04-15;Joaillerie;Grands Magasins;0;4;2019;1257
2019-04-15;Montres;En ligne;0;4;2019;1228
2019-04-15;Montres;Boutique Physique;0;4;2019;1426
2019-04-15;Montres;Ventes Privées;0;4;2019;1416
2019-04-15;Montres;Grands Magasins;0;4;2019;1425
2019-04-15;Maroquinerie;En ligne;0;4;2019;1573
2019-04-15;Maroquinerie;Boutique Physique;0;4;2019;1324
2019-04-15;Maroquinerie;Ventes Privées;0;4;2019;1379
2019-04-15;Maroquinerie;Grands Magasins;0;4;2019;1193
2019-04-16;Mode;En ligne;0;4;2019;1605
2019-04-16;Mode;Boutique Physique;0;4;2019;1278
2019-04-16;Mode;Ventes Privées;0;4;2019;1282
2019-04-16;Mode;Grands Magasins;0;4;2019;1277
2019-04-16;Accessoires;En ligne;0;4;2019;1237
2019-04-16;Accessoires;Boutique Physique;0;4;2019;1226
2019-04-16;Accessoires;Ventes Privées;0;4;2019;1254
2019-04-16;Accessoires;Grands Magasins;0;4;2019;1142
2019-04-16;Parfums;En ligne;0;4;2019;1219
2019-04-16;Parfums;Boutique Physique;0;4;2019;1581
2019-04-16;Parfums;Ventes Privées;0;4;2019;1420
2019-04-16;Parfums;Grands Magasins;0;4;2019;1445
2019-04-16;Joaillerie;En ligne;0;4;2019;1479
2019-04-16;Joaillerie;Boutique Physique;0;4;2019;1565
2019-04-16;Joaillerie;Ventes Privées;0;4;2019;1088
2019-04-16;Joaillerie;Grands Magasins;0;4;2019;1160
2019-04-16;Montres;En ligne;0;4;2019;1216
2019-04-16;Montres;Boutique Physique;0;4;2019;1261
2019-04-16;Montres;Ventes Privées;0;4;2019;1283
2019-04-16;Montres;Grands Magasins;0;4;2019;1264
2019-04-16;Maroquinerie;En ligne;0;4;2019;1352
2019-04-16;Maroquinerie;Boutique Physique;0;4;2019;1327
2019-04-16;Maroquinerie;Ventes Privées;0;4;2019;1227
2019-04-16;Maroquinerie;Grands Magasins;0;4;2019;1035
2019-04-17;Mode;En ligne;0;4;2019;1191
2019-04-17;Mode;Boutique Physique;0;4;2019;1250
2019-04-17;Mode;Ventes Privées;0;4;2019;1290
2019-04-17;Mode;Grands Magasins;0;4;2019;1173
2019-04-17;Accessoires;En ligne;0;4;2019;1258
2019-04-17;Accessoires;Boutique Physique;0;4;2019;1173
2019-04-17;Accessoires;Ventes Privées;0;4;2019;1306
2019-04-17;Accessoires;Grands Magasins;0;4;2019;1181
2019-04-17;Parfums;En ligne;0;4;2019;1211
2019-04-17;Parfums;Boutique Physique;0;4;2019;1150
2019-04-17;Parfums;Ventes Privées;0;4;2019;1302
2019-04-17;Parfums;Grands Magasins;0;4;2019;1208
2019-04-17;Joaillerie;En ligne;0;4;2019;1443
2019-04-17;Joaillerie;Boutique Physique;0;4;2019;1376
2019-04-17;Joaillerie;Ventes Privées;0;4;2019;1314
2019-04-17;Joaillerie;Grands Magasins;0;4;2019;1217
2019-04-17;Montres;En ligne;0;4;2019;1373
2019-04-17;Montres;Boutique Physique;0;4;2019;1414
2019-04-17;Montres;Ventes Privées;0;4;2019;1342
2019-04-17;Montres;Grands Magasins;0;4;2019;1535
2019-04-17;Maroquinerie;En ligne;0;4;2019;1384
2019-04-17;Maroquinerie;Boutique Physique;0;4;2019;1444
2019-04-17;Maroquinerie;Ventes Privées;0;4;2019;1340
2019-04-17;Maroquinerie;Grands Magasins;0;4;2019;1412
2019-04-18;Mode;En ligne;0;4;2019;1217
2019-04-18;Mode;Boutique Physique;0;4;2019;1262
2019-04-18;Mode;Ventes Privées;0;4;2019;1369
2019-04-18;Mode;Grands Magasins;0;4;2019;1368
2019-04-18;Accessoires;En ligne;0;4;2019;1390
2019-04-18;Accessoires;Boutique Physique;0;4;2019;1468
2019-04-18;Accessoires;Ventes Privées;0;4;2019;1134
2019-04-18;Accessoires;Grands Magasins;0;4;2019;1194
2019-04-18;Parfums;En ligne;0;4;2019;1353
2019-04-18;Parfums;Boutique Physique;0;4;2019;1227
2019-04-18;Parfums;Ventes Privées;0;4;2019;1770
2019-04-18;Parfums;Grands Magasins;0;4;2019;1391
2019-04-18;Joaillerie;En ligne;0;4;2019;1312
2019-04-18;Joaillerie;Boutique Physique;0;4;2019;1255
2019-04-18;Joaillerie;Ventes Privées;0;4;2019;1259
2019-04-18;Joaillerie;Grands Magasins;0;4;2019;1327
2019-04-18;Montres;En ligne;0;4;2019;1338
2019-04-18;Montres;Boutique Physique;0;4;2019;1262
2019-04-18;Montres;Ventes Privées;0;4;2019;1287
2019-04-18;Montres;Grands Magasins;0;4;2019;1501
2019-04-18;Maroquinerie;En ligne;0;4;2019;1506
2019-04-18;Maroquinerie;Boutique Physique;0;4;2019;1356
2019-04-18;Maroquinerie;Ventes Privées;0;4;2019;1145
2019-04-18;Maroquinerie;Grands Magasins;0;4;2019;1394
2019-04-19;Mode;En ligne;0;4;2019;1528
2019-04-19;Mode;Boutique Physique;0;4;2019;1504
2019-04-19;Mode;Ventes Privées;0;4;2019;1420
2019-04-19;Mode;Grands Magasins;0;4;2019;1511
2019-04-19;Accessoires;En ligne;0;4;2019;1330
2019-04-19;Accessoires;Boutique Physique;0;4;2019;1406
2019-04-19;Accessoires;Ventes Privées;0;4;2019;1233
2019-04-19;Accessoires;Grands Magasins;0;4;2019;1361
2019-04-19;Parfums;En ligne;0;4;2019;1499
2019-04-19;Parfums;Boutique Physique;0;4;2019;1245
2019-04-19;Parfums;Ventes Privées;0;4;2019;1209
2019-04-19;Parfums;Grands Magasins;0;4;2019;1336
2019-04-19;Joaillerie;En ligne;0;4;2019;1293
2019-04-19;Joaillerie;Boutique Physique;0;4;2019;1409
2019-04-19;Joaillerie;Ventes Privées;0;4;2019;1263
2019-04-19;Joaillerie;Grands Magasins;0;4;2019;1550
2019-04-19;Montres;En ligne;0;4;2019;1152
2019-04-19;Montres;Boutique Physique;0;4;2019;1489
2019-04-19;Montres;Ventes Privées;0;4;2019;1222
2019-04-19;Montres;Grands Magasins;0;4;2019;1085
2019-04-19;Maroquinerie;En ligne;0;4;2019;1354
2019-04-19;Maroquinerie;Boutique Physique;0;4;2019;1289
2019-04-19;Maroquinerie;Ventes Privées;0;4;2019;1176
2019-04-19;Maroquinerie;Grands Magasins;0;4;2019;1100
2019-04-20;Mode;En ligne;0;4;2019;1322
2019-04-20;Mode;Boutique Physique;0;4;2019;1452
2019-04-20;Mode;Ventes Privées;0;4;2019;1400
2019-04-20;Mode;Grands Magasins;0;4;2019;1330
2019-04-20;Accessoires;En ligne;0;4;2019;1386
2019-04-20;Accessoires;Boutique Physique;0;4;2019;1319
2019-04-20;Accessoires;Ventes Privées;0;4;2019;1134
2019-04-20;Accessoires;Grands Magasins;0;4;2019;1135
2019-04-20;Parfums;En ligne;0;4;2019;1296
2019-04-20;Parfums;Boutique Physique;0;4;2019;1302
2019-04-20;Parfums;Ventes Privées;0;4;2019;1435
2019-04-20;Parfums;Grands Magasins;0;4;2019;1423
2019-04-20;Joaillerie;En ligne;0;4;2019;1403
2019-04-20;Joaillerie;Boutique Physique;0;4;2019;1286
2019-04-20;Joaillerie;Ventes Privées;0;4;2019;1140
2019-04-20;Joaillerie;Grands Magasins;0;4;2019;1377
2019-04-20;Montres;En ligne;0;4;2019;1392
2019-04-20;Montres;Boutique Physique;0;4;2019;1007
2019-04-20;Montres;Ventes Privées;0;4;2019;1212
2019-04-20;Montres;Grands Magasins;0;4;2019;1231
2019-04-20;Maroquinerie;En ligne;0;4;2019;1338
2019-04-20;Maroquinerie;Boutique Physique;0;4;2019;1217
2019-04-20;Maroquinerie;Ventes Privées;0;4;2019;1318
2019-04-20;Maroquinerie;Grands Magasins;0;4;2019;1295
2019-04-21;Mode;En ligne;0;4;2019;1302
2019-04-21;Mode;Boutique Physique;0;4;2019;1228
2019-04-21;Mode;Ventes Privées;0;4;2019;1238
2019-04-21;Mode;Grands Magasins;0;4;2019;1180
2019-04-21;Accessoires;En ligne;0;4;2019;1373
2019-04-21;Accessoires;Boutique Physique;0;4;2019;1398
2019-04-21;Accessoires;Ventes Privées;0;4;2019;1221
2019-04-21;Accessoires;Grands Magasins;0;4;2019;1524
2019-04-21;Parfums;En ligne;0;4;2019;1281
2019-04-21;Parfums;Boutique Physique;0;4;2019;1525
2019-04-21;Parfums;Ventes Privées;0;4;2019;1238
2019-04-21;Parfums;Grands Magasins;0;4;2019;1055
2019-04-21;Joaillerie;En ligne;0;4;2019;1376
2019-04-21;Joaillerie;Boutique Physique;0;4;2019;1356
2019-04-21;Joaillerie;Ventes Privées;0;4;2019;1327
2019-04-21;Joaillerie;Grands Magasins;0;4;2019;1238
2019-04-21;Montres;En ligne;0;4;2019;1318
2019-04-21;Montres;Boutique Physique;0;4;2019;1255
2019-04-21;Montres;Ventes Privées;0;4;2019;1283
2019-04-21;Montres;Grands Magasins;0;4;2019;1434
2019-04-21;Maroquinerie;En ligne;0;4;2019;1347
2019-04-21;Maroquinerie;Boutique Physique;0;4;2019;1403
2019-04-21;Maroquinerie;Ventes Privées;0;4;2019;1292
2019-04-21;Maroquinerie;Grands Magasins;0;4;2019;1278
2019-04-22;Mode;En ligne;0;4;2019;1170
2019-04-22;Mode;Boutique Physique;0;4;2019;1274
2019-04-22;Mode;Ventes Privées;0;4;2019;883
2019-04-22;Mode;Grands Magasins;0;4;2019;1245
2019-04-22;Accessoires;En ligne;0;4;2019;1312
2019-04-22;Accessoires;Boutique Physique;0;4;2019;1397
2019-04-22;Accessoires;Ventes Privées;0;4;2019;1287
2019-04-22;Accessoires;Grands Magasins;0;4;2019;1369
2019-04-22;Parfums;En ligne;0;4;2019;1034
2019-04-22;Parfums;Boutique Physique;0;4;2019;1315
2019-04-22;Parfums;Ventes Privées;0;4;2019;1101
2019-04-22;Parfums;Grands Magasins;0;4;2019;1163
2019-04-22;Joaillerie;En ligne;0;4;2019;1298
2019-04-22;Joaillerie;Boutique Physique;0;4;2019;1492
2019-04-22;Joaillerie;Ventes Privées;0;4;2019;1372
2019-04-22;Joaillerie;Grands Magasins;0;4;2019;1325
2019-04-22;Montres;En ligne;0;4;2019;1320
2019-04-22;Montres;Boutique Physique;0;4;2019;1228
2019-04-22;Montres;Ventes Privées;0;4;2019;1251
2019-04-22;Montres;Grands Magasins;0;4;2019;1379
2019-04-22;Maroquinerie;En ligne;0;4;2019;1140
2019-04-22;Maroquinerie;Boutique Physique;0;4;2019;1401
2019-04-22;Maroquinerie;Ventes Privées;0;4;2019;1271
2019-04-22;Maroquinerie;Grands Magasins;0;4;2019;1432
2019-04-23;Mode;En ligne;0;4;2019;1450
2019-04-23;Mode;Boutique Physique;0;4;2019;1101
2019-04-23;Mode;Ventes Privées;0;4;2019;1246
2019-04-23;Mode;Grands Magasins;0;4;2019;1210
2019-04-23;Accessoires;En ligne;0;4;2019;1083
2019-04-23;Accessoires;Boutique Physique;0;4;2019;1186
2019-04-23;Accessoires;Ventes Privées;0;4;2019;1646
2019-04-23;Accessoires;Grands Magasins;0;4;2019;1403
2019-04-23;Parfums;En ligne;0;4;2019;1576
2019-04-23;Parfums;Boutique Physique;0;4;2019;1432
2019-04-23;Parfums;Ventes Privées;0;4;2019;1225
2019-04-23;Parfums;Grands Magasins;0;4;2019;1272
2019-04-23;Joaillerie;En ligne;0;4;2019;1401
2019-04-23;Joaillerie;Boutique Physique;0;4;2019;1381
2019-04-23;Joaillerie;Ventes Privées;0;4;2019;1246
2019-04-23;Joaillerie;Grands Magasins;0;4;2019;1123
2019-04-23;Montres;En ligne;0;4;2019;1758
2019-04-23;Montres;Boutique Physique;0;4;2019;1304
2019-04-23;Montres;Ventes Privées;0;4;2019;1280
2019-04-23;Montres;Grands Magasins;0;4;2019;1338
2019-04-23;Maroquinerie;En ligne;0;4;2019;1291
2019-04-23;Maroquinerie;Boutique Physique;0;4;2019;1339
2019-04-23;Maroquinerie;Ventes Privées;0;4;2019;1493
2019-04-23;Maroquinerie;Grands Magasins;0;4;2019;1306
2019-04-24;Mode;En ligne;0;4;2019;1169
2019-04-24;Mode;Boutique Physique;0;4;2019;1301
2019-04-24;Mode;Ventes Privées;0;4;2019;1261
2019-04-24;Mode;Grands Magasins;0;4;2019;1511
2019-04-24;Accessoires;En ligne;0;4;2019;1478
2019-04-24;Accessoires;Boutique Physique;0;4;2019;1337
2019-04-24;Accessoires;Ventes Privées;0;4;2019;1154
2019-04-24;Accessoires;Grands Magasins;0;4;2019;1161
2019-04-24;Parfums;En ligne;0;4;2019;1325
2019-04-24;Parfums;Boutique Physique;0;4;2019;1367
2019-04-24;Parfums;Ventes Privées;0;4;2019;1273
2019-04-24;Parfums;Grands Magasins;0;4;2019;1259
2019-04-24;Joaillerie;En ligne;0;4;2019;1244
2019-04-24;Joaillerie;Boutique Physique;0;4;2019;1320
2019-04-24;Joaillerie;Ventes Privées;0;4;2019;1008
2019-04-24;Joaillerie;Grands Magasins;0;4;2019;1177
2019-04-24;Montres;En ligne;0;4;2019;1240
2019-04-24;Montres;Boutique Physique;0;4;2019;1483
2019-04-24;Montres;Ventes Privées;0;4;2019;1215
2019-04-24;Montres;Grands Magasins;0;4;2019;1347
2019-04-24;Maroquinerie;En ligne;0;4;2019;1353
2019-04-24;Maroquinerie;Boutique Physique;0;4;2019;1494
2019-04-24;Maroquinerie;Ventes Privées;0;4;2019;1490
2019-04-24;Maroquinerie;Grands Magasins;0;4;2019;1315
2019-04-25;Mode;En ligne;0;4;2019;1260
2019-04-25;Mode;Boutique Physique;0;4;2019;1235
2019-04-25;Mode;Ventes Privées;0;4;2019;1291
2019-04-25;Mode;Grands Magasins;0;4;2019;1265
2019-04-25;Accessoires;En ligne;0;4;2019;1396
2019-04-25;Accessoires;Boutique Physique;0;4;2019;1378
2019-04-25;Accessoires;Ventes Privées;0;4;2019;1401
2019-04-25;Accessoires;Grands Magasins;0;4;2019;1489
2019-04-25;Parfums;En ligne;0;4;2019;1569
2019-04-25;Parfums;Boutique Physique;0;4;2019;1339
2019-04-25;Parfums;Ventes Privées;0;4;2019;1468
2019-04-25;Parfums;Grands Magasins;0;4;2019;1276
2019-04-25;Joaillerie;En ligne;0;4;2019;1480
2019-04-25;Joaillerie;Boutique Physique;0;4;2019;1463
2019-04-25;Joaillerie;Ventes Privées;0;4;2019;1456
2019-04-25;Joaillerie;Grands Magasins;0;4;2019;1335
2019-04-25;Montres;En ligne;0;4;2019;1234
2019-04-25;Montres;Boutique Physique;0;4;2019;1138
2019-04-25;Montres;Ventes Privées;0;4;2019;1318
2019-04-25;Montres;Grands Magasins;0;4;2019;1526
2019-04-25;Maroquinerie;En ligne;0;4;2019;1282
2019-04-25;Maroquinerie;Boutique Physique;0;4;2019;1427
2019-04-25;Maroquinerie;Ventes Privées;0;4;2019;1434
2019-04-25;Maroquinerie;Grands Magasins;0;4;2019;1285
2019-04-26;Mode;En ligne;0;4;2019;1497
2019-04-26;Mode;Boutique Physique;0;4;2019;938
2019-04-26;Mode;Ventes Privées;0;4;2019;1161
2019-04-26;Mode;Grands Magasins;0;4;2019;1202
2019-04-26;Accessoires;En ligne;0;4;2019;1214
2019-04-26;Accessoires;Boutique Physique;0;4;2019;1367
2019-04-26;Accessoires;Ventes Privées;0;4;2019;1361
2019-04-26;Accessoires;Grands Magasins;0;4;2019;1375
2019-04-26;Parfums;En ligne;0;4;2019;1402
2019-04-26;Parfums;Boutique Physique;0;4;2019;1197
2019-04-26;Parfums;Ventes Privées;0;4;2019;1162
2019-04-26;Parfums;Grands Magasins;0;4;2019;1375
2019-04-26;Joaillerie;En ligne;0;4;2019;1239
2019-04-26;Joaillerie;Boutique Physique;0;4;2019;1115
2019-04-26;Joaillerie;Ventes Privées;0;4;2019;1451
2019-04-26;Joaillerie;Grands Magasins;0;4;2019;1507
2019-04-26;Montres;En ligne;0;4;2019;1529
2019-04-26;Montres;Boutique Physique;0;4;2019;1348
2019-04-26;Montres;Ventes Privées;0;4;2019;1406
2019-04-26;Montres;Grands Magasins;0;4;2019;1504
2019-04-26;Maroquinerie;En ligne;0;4;2019;1238
2019-04-26;Maroquinerie;Boutique Physique;0;4;2019;1470
2019-04-26;Maroquinerie;Ventes Privées;0;4;2019;1359
2019-04-26;Maroquinerie;Grands Magasins;0;4;2019;1444
2019-04-27;Mode;En ligne;0;4;2019;1347
2019-04-27;Mode;Boutique Physique;0;4;2019;1494
2019-04-27;Mode;Ventes Privées;0;4;2019;1352
2019-04-27;Mode;Grands Magasins;0;4;2019;1126
2019-04-27;Accessoires;En ligne;0;4;2019;1515
2019-04-27;Accessoires;Boutique Physique;0;4;2019;1197
2019-04-27;Accessoires;Ventes Privées;0;4;2019;1489
2019-04-27;Accessoires;Grands Magasins;0;4;2019;1311
2019-04-27;Parfums;En ligne;0;4;2019;1478
2019-04-27;Parfums;Boutique Physique;0;4;2019;1473
2019-04-27;Parfums;Ventes Privées;0;4;2019;1380
2019-04-27;Parfums;Grands Magasins;0;4;2019;1390
2019-04-27;Joaillerie;En ligne;0;4;2019;1379
2019-04-27;Joaillerie;Boutique Physique;0;4;2019;1056
2019-04-27;Joaillerie;Ventes Privées;0;4;2019;1338
2019-04-27;Joaillerie;Grands Magasins;0;4;2019;1175
2019-04-27;Montres;En ligne;0;4;2019;1345
2019-04-27;Montres;Boutique Physique;0;4;2019;1172
2019-04-27;Montres;Ventes Privées;0;4;2019;1166
2019-04-27;Montres;Grands Magasins;0;4;2019;1535
2019-04-27;Maroquinerie;En ligne;0;4;2019;1464
2019-04-27;Maroquinerie;Boutique Physique;0;4;2019;1322
2019-04-27;Maroquinerie;Ventes Privées;0;4;2019;1347
2019-04-27;Maroquinerie;Grands Magasins;0;4;2019;1290
2019-04-28;Mode;En ligne;0;4;2019;1398
2019-04-28;Mode;Boutique Physique;0;4;2019;1233
2019-04-28;Mode;Ventes Privées;0;4;2019;1454
2019-04-28;Mode;Grands Magasins;0;4;2019;1289
2019-04-28;Accessoires;En ligne;0;4;2019;1267
2019-04-28;Accessoires;Boutique Physique;0;4;2019;1326
2019-04-28;Accessoires;Ventes Privées;0;4;2019;1245
2019-04-28;Accessoires;Grands Magasins;0;4;2019;1366
2019-04-28;Parfums;En ligne;0;4;2019;1252
2019-04-28;Parfums;Boutique Physique;0;4;2019;1385
2019-04-28;Parfums;Ventes Privées;0;4;2019;1484
2019-04-28;Parfums;Grands Magasins;0;4;2019;1228
2019-04-28;Joaillerie;En ligne;0;4;2019;1306
2019-04-28;Joaillerie;Boutique Physique;0;4;2019;1384
2019-04-28;Joaillerie;Ventes Privées;0;4;2019;1265
2019-04-28;Joaillerie;Grands Magasins;0;4;2019;1384
2019-04-28;Montres;En ligne;0;4;2019;1396
2019-04-28;Montres;Boutique Physique;0;4;2019;1466
2019-04-28;Montres;Ventes Privées;0;4;2019;1243
2019-04-28;Montres;Grands Magasins;0;4;2019;1198
2019-04-28;Maroquinerie;En ligne;0;4;2019;1282
2019-04-28;Maroquinerie;Boutique Physique;0;4;2019;1195
2019-04-28;Maroquinerie;Ventes Privées;0;4;2019;1397
2019-04-28;Maroquinerie;Grands Magasins;0;4;2019;1169
2019-04-29;Mode;En ligne;0;4;2019;1631
2019-04-29;Mode;Boutique Physique;0;4;2019;1494
2019-04-29;Mode;Ventes Privées;0;4;2019;1324
2019-04-29;Mode;Grands Magasins;0;4;2019;1438
2019-04-29;Accessoires;En ligne;0;4;2019;1106
2019-04-29;Accessoires;Boutique Physique;0;4;2019;1657
2019-04-29;Accessoires;Ventes Privées;0;4;2019;1245
2019-04-29;Accessoires;Grands Magasins;0;4;2019;1307
2019-04-29;Parfums;En ligne;0;4;2019;1077
2019-04-29;Parfums;Boutique Physique;0;4;2019;1387
2019-04-29;Parfums;Ventes Privées;0;4;2019;1176
2019-04-29;Parfums;Grands Magasins;0;4;2019;1336
2019-04-29;Joaillerie;En ligne;0;4;2019;1251
2019-04-29;Joaillerie;Boutique Physique;0;4;2019;1180
2019-04-29;Joaillerie;Ventes Privées;0;4;2019;1216
2019-04-29;Joaillerie;Grands Magasins;0;4;2019;1353
2019-04-29;Montres;En ligne;0;4;2019;1153
2019-04-29;Montres;Boutique Physique;0;4;2019;1224
2019-04-29;Montres;Ventes Privées;0;4;2019;1411
2019-04-29;Montres;Grands Magasins;0;4;2019;1667
2019-04-29;Maroquinerie;En ligne;0;4;2019;1386
